question,sentence,label,idx
How many total acres is Woodward Park?,"The initial 235 acres (0.95 km2), combined with additional acres acquired later by the City, brings the park to a sizable 300 acres (1.2 km2).",0,1138
Classification of resources is contingent on determining the upper and lower bounds of minimum time required by what?,To show a lower bound of T(n) for a problem requires showing that no algorithm can have time complexity lower than T(n).,1,2683
Who filed an objection to the BBC using the blue police box in Doctor Who merchandise?,"In 1998, the Metropolitan Police Authority filed an objection to the trade mark claim; but in 2002, the Patent Office ruled in favour of the BBC.",0,3634
What European event caused the Huguenots to abandon Charlesfort?,French Huguenots made two attempts to establish a haven in North America.,1,1539
In 1517 who was Luther's bishop?,"He enclosed in his letter a copy of his ""Disputation of Martin Luther on the Power and Efficacy of Indulgences"", which came to be known as The Ninety-Five Theses.",1,416
What two Denver players ranked at 5 percent for sacks?,"Linebacker Brandon Marshall led the team in total tackles with 109, while Danny Trevathan ranked second with 102.",1,4839
What increased in the Rhine because of the land clearance in the upland areas?,"As a result of increasing land clearance (Bronze Age agriculture), in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up.",0,2380
Bacteria often secrete what kind of proteins to ingest a physical barrier?,"Alternatively, using a type III secretion system, they may insert a hollow tube into the host cell, providing a direct route for proteins to move from the pathogen to the host.",1,1148
What company had a contest to win a free Super Bowl commercial?,"QuickBooks sponsored a ""Small Business Big Game"" contest, in which Death Wish Coffee had a 30-second commercial aired free of charge courtesy of QuickBooks.",0,4923
What are the exceptions in the constitution  that require special considerations to amend?,"Victoria has a written constitution enacted in 1975, but based on the 1855 colonial constitution, passed by the United Kingdom Parliament as the Victoria Constitution Act 1855, which establishes the Parliament as the state's law-making body for matters coming under state responsibility.",1,2969
What phenomenon has led to criticism?,This phenomenon is known as the West Lothian question and has led to criticism.,0,3884
"Where are the Harvard medical, Dental and school of Public Health located?","The Harvard Medical School, Harvard School of Dental Medicine, and the Harvard School of Public Health are located on a 21-acre (8.5 ha)",1,811
What type of amendments might members opposed to a bill put on the table?,"This stage comprises two parts: consideration of amendments to the bill as a general debate, and a final vote on the bill.",1,4527
How are green chloroplasts' Plastoglobuli arranged?,"In normal green chloroplasts, the vast majority of plastoglobuli occur singularly, attached directly to their parent thylakoid.",0,3987
When did the Iranian government enjoy something of a resurgence?,"During the 2006 Israel-Lebanon conflict, the Iranian government enjoyed something of a resurgence in popularity amongst the predominantly Sunni ""Arab street,"" due to its support for Hezbollah and to President Mahmoud Ahmadinejad's vehement opposition to the United States and his call that Israel shall vanish.",0,938
When was liquid oxygen developed for commercial use?,The first commercially viable process for producing liquid oxygen was independently developed in 1895 by German engineer Carl von Linde and British engineer William Hampson.,0,253
How many housing units were there in 2000?,"There were 149,025 housing units at an average density of 1,427.9 square miles (3,698 km2).",0,5383
What was a Happy Days spinoff that debuted in the 1980s on ABC?,"Several flagship series debuted on the network during this time including Dynasty, an opulent drama from Aaron Spelling that became a hit when it premiered as a midseason series in 1981, five months before Spelling's other ABC hit Charlie's Angels ended its run.",1,4830
What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?,"After a troubled gestation during which its creator resigned, BankAmericard went on to become the first successful credit card; that is, a financial instrument that was usable across a large number of merchants and also allowed cardholders to revolve a balance (earlier financial products could do one or the other but not both).",0,3531
