premise,hypothesis,idx,label
"Zakaria Maamar, associate professor at the College of Information Technology at Zayed University, UAE, told Science and Development Network (SciDev.Net) that, ""This initiative is another boost to the research and development activities that are carried out in the UAE. It will definitely provide researchers with the appropriate funds to sustain such activities and promote best practices in the community."" Said Elnaffar, assistant professor at the college of information technology at the United Arab Emirates University, told SciDev.Net that, with this initiative, the UAE is taking the lead and setting a good example by building a strong development infrastructure founded on knowledge discovery and research.",Said Elnaffar is an employee of the United Arab Emirates University.,2346,0
"President George W. Bush, who gave the keynote address and introduced his father, raved about the vessel: ""She is unrelenting, she unshakeable, she is unyielding, she is unstoppable. In fact, she should have been named the Barbara Bush.""",The name of George H.W. Bush's wife is Barbara.,569,1
"The treaty requires that members comply with guidelines on deficits, public debt and other fiscal benchmarks by the end of 1997 if they are to qualify for taking part in the introduction of a new, single European currency in 1999.",The European single currency was introduced in 1999.,2191,0
"On Feb. 1, 1945, the Polish government made Warsaw its capital, and an office for urban reconstruction was set up.",Warsaw remained Poland's capital after the war.,1527,1
Doctors who treated Ayrton Senna after he crashed during the San Marino Grand Prix have denied allegations that the Brazilian driver died at the Imola track.,Ayrton Senna had the accident that caused his death at the San Marino Grand Prix.,94,0
"The main race track in Qatar is located in Shahaniya, on the Dukhan Road.",Qatar is located in Shahaniya.,818,1
California voters recall Gray Davis and elect Arnold Schwarzenegger as their governor.,California voters dumped Gov. Gray Davis and replaced him with Arnold Schwarzenegger.,237,0
"Despite Bjork making her first live performance in two years, the crowd of 10,000 people was only half of what the hall in the Tokyo suburb of Makuhari could hold.","10,000 people live in Tokyo.",198,1
"Wal-Mart has received a lot of negative publicity recently, including allegations that it used illegal workers and made employees work without pay during lunch breaks, as well as complaints that it generally underpays employees.",Wal-Mart complains about negative publicity.,2478,1
It uses the first day of the first month of the Lunar Year as the start of the Chinese New Year.,The Chinese New Year's Day falls on the first day of the first month of the Lunar Year.,870,0
"Researchers are aware that chimps have used similar methods in the past, but it was not fully known if the tools they used were designed specifically for the task of gathering the insects. Of all the tools the chimps left behind and Sanz's team recovered, 80% were custom made by their owners. Sanz says the new study has determined that their methods have since evolved, proving previous hypotheses.",Chimps design tools to catch termites.,1687,1
"The settlement must be approved by Citigroup's board of directors and the board of Regents of the University of California, the lead plaintiff for investors in the case.",The settlement is pending approval by Citigroup's directors and the board of Regents at the University of California.,2477,0
"The Italian parliament may approve a draft law allowing descendants of the exiled royal family to return home. The family was banished after the Second World War because of the King's collusion with the fascist regime, but moves were introduced this year to allow their return.",Italian royal family returns home.,1767,1
Oil prices fall back as Yukos oil threat lifted,Oil prices rise.,13,1
"It is an independence movement among the Tamil peoples of northern Sri Lanka -- the ancient land of Ceylon independent from Britain in 1948 and took the name Sri Lanka, a Sinhalese word, in 1972.",The current name of Ceylon is Sri Lanka.,749,0
Public health and animal health officials from the Departments of Health and Community Services and Forest Resources and Agrifoods today confirmed a rabies case involving a red fox in western Newfoundland.,A case of rabies was confirmed.,850,0
"The experiment helped establish that the bacteria came first, causing inflammation, then ulcers.",Inflammation is the result of ulcers.,1765,1
"The National Basketball Association (NBA) has released the rosters for the 2007 NBA All-Star Game. The starting rosters can be found on the newly launched 2007 All-Star Game website. The 56th All-Star Game is scheduled to take place on Sunday, February 18 at the Thomas & Mack Center in Las Vegas, Nevada. 2007 Eastern Conference All-Stars Starters Gilbert Arenas (Washington) Chris Bosh (Toronto) LeBron James (Cleveland) Shaquille O'Neal (Miami) Dwayne Wade (Miami) 2007 Western Conference All-Stars Starters Kobe Bryant (L.A. Lakers) Tim Duncan (San Antonio) Kevin Garnett (Minnesota) Tracy McGrady (Houston) Yao Ming (Houston) The All Star Website was also launched at about noon EST on January 26. The website features pictures of the players on the rosters and other information.",The Thomas & Mack Center was built by NBA.,566,1
"Clinton informed the two parties that in the absence of an agreement, a public announcement would be made, with the apparent objective of applying pressure to both sides, particularly the Israelis.","Clinton told the two sides that he would publicly announce their failure to agree, thereby pressurising them.",1442,0
"Security authorities have declared a state of maximum emergency in Guatemala, which is located directly in the path of the hurricane.",There is a state of maximum emergency in Guatemala because of the hurricane.,424,0
"This opinion poll was conducted on the sixth and seventh of October, and included a cross section of 861 adults with a margin of error estimated at 4%.","This poll was carried out on the 6th and 7th of October, and included a segment of 861 people with a margin of error estimated at 4%.",1158,0
