label,title,content
9,Ctenosia albiceps, Ctenosia albiceps is a moth of the Arctiidae family. It was described by Hampson in 1901. It is found on the Bacan islands.
13,Hammer of the Gods (book), Hammer of the Gods is a book written by music journalist Stephen Davis published in 1985. It is an unauthorized biography of the English rock band Led Zeppelin. After its release it became a New York Times bestseller paperback and is hyped by its publisher as being the best known Led Zeppelin biography. It has been reprinted three times since its first publication and has been released under the alternative title Hammer of the Gods: The Led Zeppelin Saga.
7,Smugglers Notch, Smugglers Notch (or Smugglers' or Smuggler's) is a mountain pass in Lamoille County Vermont.The notch separates Mount Mansfield the highest peak of the Green Mountains from Spruce Peak and the Sterling Range.Most of the notch is in Mount Mansfield State Forest.North of the height of land Smugglers Notch is drained by the Brewster River which drains into the Lamoille River and into Lake Champlain.To the south the notch is drained by the West Branch Waterbury River thence into the Little River the Winooski River and into Lake Champlain.In turn Lake Champlain drains into the Richelieu River in Quebec thence into the Saint Lawrence River and into the Gulf of Saint Lawrence.Smugglers Notch derives its name from activities precipitated by a request of President Thomas Jefferson to prevent American involvement in the Napoleonic Wars. 
4,Edward F. Davis, Edward F. Davis III (born July 31 1956) is the former police commissioner of the Boston Police Department appointed in 2006 and resigning in 2013. Davis now serves as the security analyst on WBZ news Boston.
6,Ortaköy Mosque, Ortaköy Mosque (Turkish: Ortaköy Camii) officially the Büyük Mecidiye Camii (Grand Imperial Mosque of Sultan Abdülmecid) in Beşiktaş Istanbul Turkey is situated at the waterside of the Ortaköy pier square one of the most popular locations on the Bosphorus.
12,Hercules Returns, Hercules Returns is a 1993 Australian comedy film directed by David Parker starring David Argue Michael Carman Bruce Spence and Mary Coustas. The film has a cult following in Australia and other countries. It has been released in DVD format (Region 4 format 16:9).It was the first feature directed by David Parker although he had written and produced a number of other films.
12,Aadi Mimansa, Aadi Mimansa (English title: A Rare Solution)is 1991 Oriyan and Hindi film directed by Apurba Kishore Bir and starring Ashok Kumar Mohan Gokhale Neena Gupta Gloria Mahanty Bijainee Misra Nargis Lalatendu Rath. The film marked the directorial debut of cinematographer Apurba Kishore Bir and went on to win the 1991Nargis Dutt Award for Best Feature Film on National Integration and Best Cinematography for A K Bir.
12,Kaalamellam Kaathiruppen, Kaalamellam Kaathiruppen (Tamil: காலமெல்லாம் காத்திருப்பேன் ; English: I Will Wait Forever) is 1997 Tamil film directed by R. Sundarrajan. The film stars Vijay and Dimple in the lead roles while R. Sundarrajan Jaishankar Srividya Manivannan and Delhi Ganesh play other pivotal roles. The music for the film was composed by Deva and the film released on January 14 1997.
13,Widdershins (novel), Widdershins is a 2006 urban fantasy novel by Charles De Lint in the Newford universe. It continues the events of the 2001 novel The Onion Girl where Jilly was left partially paralyzed and her relationship with Geordie unfulfilled. It also deals with a potential war between fairies and cousins. Fairies according to the novel came to the Americas along with the European explorers.
0,Roc Books, Roc Books is a fantasy imprint of Penguin Group as part of its New American Library. It was launched in April 1990 after Penguin Chairman Peter Mayer asked John Silbersack the editor in chief of New American Library's science-fiction program to launch a new imprint that would draw more attention to Penguin's SF presence. The name Roc Books was chosen as a homage to Penguin's many famous bird-named publishing imprints. Roc was named after the enormous predatory bird of the Arabian Nights.
13,The Cloud of Unknowing, The Cloud of Unknowing (Middle English: The Cloude of Unknowyng) is an anonymous work of Christian mysticism written in Middle English in the latter half of the 14th century. The text is a spiritual guide on contemplative prayer in the late Middle Ages.
6,Van Buren County Courthouse (Iowa), The Van Buren County Courthouse in Keosauqua Iowa United States was built in 1843. It was listed on the National Register of Historic Places in 1977 as a part of the County Courthouses in Iowa Thematic Resource. It is the only building the county has used as its courthouse and it is the oldest courthouse in Iowa. In 1845 the courthouse served as the location for a trial resulting in the first death penalty in Iowa history.
11,Live in São Paulo (Richie Kotzen album), Live In São Paulo is a live album by guitarist/vocalist Richie Kotzen. This is the first official live album by Kotzen and was recorded live in São Paulo Brazil.
6,Northern Ohio Railway Museum, Northern Ohio Railway Museum is a railroad museum located in Chippewa Lake Ohio. The Museum is a non-profit educational organization. It was established in 1965 granted 501(c)(3) status by the Internal Revenue Service in 1966 and incorporated under the laws of the State of Ohio in 1976. The membership is approximately 180 electric railway devotees who reside throughout the United States and Canada with the majority clustered in northeastern Ohio.
1,Seycove Secondary School, Seycove Secondary School is a Canadian high school in the Deep Cove neighbourhood of the District of North Vancouver British Columbia. Located just east of Dollarton Highway the school has a student population of approximately 800 students in grades 8 through 12.
8,Sulmów, Sulmów [ˈsulmuf] is a village in the administrative district of Gmina Goszczanów within Sieradz County Łódź Voivodeship in central Poland. It lies approximately 4 kilometres (2 mi) west of Goszczanów 30 km (19 mi) north-west of Sieradz and 70 km (43 mi) west of the regional capital Łódź.
1,Otterbein University, Otterbein University is a private four-year liberal arts college in Westerville Ohio United States. The university was founded in 1847 by the Church of the United Brethren in Christ. As a result of a division and two mergers involving the Church the university has since 1968 been associated with the United Methodist Church.
5,SS Assyrian (1914), SS Assyrian was a cargo ship that was built in Hamburg for German owners in 1914 transferred to British owners in 1920 as war reparations and sunk by a U-boat in 1940. She was launched as MS Fritz and when she changed owners in 1920 she was renamed MS Assyrian. She had been built as a motor ship but in 1925 she was converted to a steamship and became SS Assyrian.
5,USS R-18 (SS-95), USS R-18 (SS-95) was an R-class coastal and harbor defense submarine of the United States Navy. Her keel was laid down on 16 June 1917 by the Union Iron Works in San Francisco California. She was launched on 8 January 1918 sponsored by Miss Marion S. Russell and commissioned on 11 September 1918 with Lieutenant Commander Felix X. Gygax in command.
9,Phyllomedusa perinesos, Phyllomedusa perinesos is a species of frog in the Hylidae family.It is found in Colombia and Ecuador.Its natural habitats are subtropical or tropical moist montane forests freshwater marshes and intermittent freshwater marshes.It is threatened by habitat loss.
9,Aphomia argentia, Aphomia argentia is a species of snout moths in the genus Aphomia. It was described by Whalley in 1964 and is known from Zambia.
2,Nagisa Katahira, Nagisa Katahira (片平なぎさ Katahira Nagisa) born July 12 1959) is a Japanese television actress with the Horipro company.
5,SS Bee (1884), The SS Bee was an Australian wooden steamship built in 1884 and wrecked in 1901. The ship was built in 1884 in Newcastle New South Wales for the Watson Ferry Service who operated it on their Manly to Sydney ferry service from 1884.Robert Hayles Snr. the owner of a resort in Picnic Bay Magnetic Island purchased the vessel in 1899 to transport holiday makers to and from Picnic Bay from Townsville. The vessel sunk in October 1900 but was refloated and continued service for Hayles.
0,Western Gas Resources, Western Gas Resources is a Fortune 1000 company based in Denver Colorado and founded in 1971. Western is an independent natural gas explorer producer gatherer processor transporter and energy marketer.WGR was acquired by Anadarko Petroleum Corporation (NYSE: APC) in June 2006.
